fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2018-07-24,WN,WN,WN,1484,WN,N416WN,1484,14107,PHX,"Phoenix, AZ",14869,SLC,"Salt Lake City, UT",2155,2202,7,14,2216,28,3,20,31,11,0,,0,N,85,89,72,1,507,,,,,,,,,
2019-08-10,UA,UA_CODESHARE,UA,4522,G7,N158GJ,4522,11193,CVG,"Cincinnati, OH",13930,ORD,"Chicago, IL",630,624,-6,30,654,649,17,653,706,13,0,,0,N,83,102,55,1,264,,,,,,,,,
2019-01-19,WN,WN,WN,4969,WN,N8519R,4969,13204,MCO,"Orlando, FL",11697,FLL,"Fort Lauderdale, FL",2145,2152,7,6,2158,2233,3,2250,2236,-14,0,,0,N,65,44,35,1,177,,,,,,,,,
2019-04-19,WN,WN,WN,995,WN,N925WN,995,12191,HOU,"Houston, TX",11292,DEN,"Denver, CO",1750,1814,24,10,1824,1936,6,1925,1942,17,0,,0,N,155,148,132,1,883,4,0,0,0,13,,,,
2018-06-28,UA,UA,UA,1189,UA,N423UA,1189,12441,JAC,"Jackson, WY",13930,ORD,"Chicago, IL",700,656,-4,14,710,1042,11,1048,1053,5,0,,0,N,168,177,152,1,1162,,,,,,,,,
2018-09-21,WN,WN,WN,469,WN,N8716B,469,10821,BWI,"Baltimore, MD",11292,DEN,"Denver, CO",1340,1344,4,15,1359,1527,6,1535,1533,-2,0,,0,N,235,229,208,1,1491,,,,,,,,,
2019-04-02,B6,B6,B6,597,B6,N944JT,597,10721,BOS,"Boston, MA",14747,SEA,"Seattle, WA",704,702,-2,19,721,1009,10,1022,1019,-3,0,,0,N,378,377,348,1,2496,,,,,,,,,
2018-01-30,WN,WN,WN,1402,WN,N7739A,1402,11292,DEN,"Denver, CO",13198,MCI,"Kansas City, MO",1440,1441,1,10,1451,1700,3,1710,1703,-7,0,,0,N,90,82,69,1,533,,,,,,,,,
2018-10-04,AA,AA_CODESHARE,AA,5711,YV,N910FJ,5711,11413,DRO,"Durango, CO",11298,DFW,"Dallas/Fort Worth, TX",1640,1634,-6,11,1645,1921,7,1940,1928,-12,0,,0,N,120,114,96,1,674,,,,,,,,,
2019-04-25,WN,WN,WN,1100,WN,N281WN,1100,14107,PHX,"Phoenix, AZ",13232,MDW,"Chicago, IL",1425,1450,25,8,1458,1946,4,1935,1950,15,0,,0,N,190,180,168,1,1444,14,0,0,0,1,,,,
2019-04-01,B6,B6,B6,1158,B6,N643JB,1158,14107,PHX,"Phoenix, AZ",11697,FLL,"Fort Lauderdale, FL",2355,20,25,12,32,703,9,706,712,6,0,,0,N,251,232,211,1,1972,,,,,,,,,
2019-12-04,AA,AA_CODESHARE,AA,3856,MQ,N902BC,3856,11298,DFW,"Dallas/Fort Worth, TX",15048,SUX,"Sioux City, IA",1222,1218,-4,18,1236,1412,2,1426,1414,-12,0,,0,N,124,116,96,1,657,,,,,,,,,
2018-05-19,AA,AA,AA,319,AA,N925NN,319,14107,PHX,"Phoenix, AZ",14057,PDX,"Portland, OR",1021,1016,-5,20,1036,1253,3,1314,1256,-18,0,,0,N,173,160,137,1,1009,,,,,,,,,
2019-03-14,DL,DL,DL,2794,DL,N6716C,2794,11433,DTW,"Detroit, MI",14635,RSW,"Fort Myers, FL",1755,1751,-4,14,1805,2030,5,2049,2035,-14,0,,0,N,174,164,145,1,1084,,,,,,,,,
2018-09-06,WN,WN,WN,4703,WN,N8568Z,4703,12889,LAS,"Las Vegas, NV",13796,OAK,"Oakland, CA",705,703,-2,11,714,819,3,830,822,-8,0,,0,N,85,79,65,1,407,,,,,,,,,
2019-10-21,G4,G4,G4,2513,G4,225NV,2513,11618,EWR,"Newark, NJ",14685,SAV,"Savannah, GA",1000,1000,0,24,1024,1207,7,1220,1214,-6,0,,0,N,140,134,103,1,708,,,,,,,,,
2019-10-03,DL,DL_CODESHARE,DL,4140,OO,N897SK,4140,13871,OMA,"Omaha, NE",13487,MSP,"Minneapolis, MN",1545,1540,-5,39,1619,1703,11,1700,1714,14,0,,0,N,75,94,44,1,282,,,,,,,,,
2019-11-07,AA,AA_CODESHARE,AA,5282,OH,N202PS,5282,11278,DCA,"Washington, DC",12197,HPN,"White Plains, NY",948,942,-6,18,1000,1059,4,1100,1103,3,0,,0,N,72,81,59,1,234,,,,,,,,,
2019-07-29,WN,WN,WN,1033,WN,N8697C,1033,12339,IND,"Indianapolis, IN",12889,LAS,"Las Vegas, NV",1820,1836,16,9,1845,1914,4,1915,1918,3,0,,0,N,235,222,209,1,1590,,,,,,,,,
2019-02-14,AA,AA_CODESHARE,AA,3906,MQ,N261NN,3906,13256,MFE,"Mission/McAllen/Edinburg, TX",11298,DFW,"Dallas/Fort Worth, TX",1946,1936,-10,9,1945,2056,9,2120,2105,-15,0,,0,N,94,89,71,1,469,,,,,,,,,
2019-04-18,AA,AA_CODESHARE,AA,4344,YX,N411YX,4344,14730,SDF,"Louisville, KY",13303,MIA,"Miami, FL",1815,1812,-3,15,1827,2039,7,2050,2046,-4,0,,0,N,155,154,132,1,910,,,,,,,,,
2018-08-13,WN,WN,WN,2147,WN,N8686A,2147,11292,DEN,"Denver, CO",12339,IND,"Indianapolis, IN",1220,1241,21,12,1253,1649,4,1645,1653,8,0,,0,N,145,132,116,1,977,,,,,,,,,
2019-08-13,UA,UA_CODESHARE,UA,4487,EV,N605UX,4487,14193,PNS,"Pensacola, FL",12266,IAH,"Houston, TX",930,939,9,12,951,1109,5,1111,1114,3,0,,0,N,101,95,78,1,489,,,,,,,,,
2018-04-11,DL,DL,DL,108,DL,N6700,108,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1520,1521,1,14,1535,1643,12,1704,1655,-9,0,,0,N,104,94,68,1,404,,,,,,,,,
2018-04-16,AA,AA_CODESHARE,AA,5632,OH,N596NN,5632,13931,ORF,"Norfolk, VA",11057,CLT,"Charlotte, NC",1346,1436,50,10,1446,1543,6,1515,1549,34,0,,0,N,89,73,57,1,290,7,0,0,0,27,,,,
2018-11-20,WN,WN,WN,4154,WN,N736SA,4154,10693,BNA,"Nashville, TN",14679,SAN,"San Diego, CA",755,845,50,11,856,1053,2,1025,1055,30,0,,0,N,270,250,237,1,1751,30,0,0,0,0,,,,
2018-05-12,AA,AA_CODESHARE,AA,5862,YV,N959LR,5862,13476,MRY,"Monterey, CA",14107,PHX,"Phoenix, AZ",1610,1557,-13,20,1617,1740,9,1757,1749,-8,0,,0,N,107,112,83,1,598,,,,,,,,,
2018-04-12,AS,AS,AS,543,AS,N317AS,543,12892,LAX,"Los Angeles, CA",14057,PDX,"Portland, OR",1915,1920,5,19,1939,2154,6,2140,2200,20,0,,0,N,145,160,135,1,834,0,0,20,0,0,,,,
2018-03-24,AA,AA,AA,462,AA,N655AW,462,12953,LGA,"New York, NY",11057,CLT,"Charlotte, NC",1130,1125,-5,12,1137,1306,7,1347,1313,-34,0,,0,N,137,108,89,1,544,,,,,,,,,
2019-05-18,UA,UA_CODESHARE,UA,5246,OO,N908SW,5246,10627,BIS,"Bismarck/Mandan, ND",13930,ORD,"Chicago, IL",1335,1647,192,20,1707,1855,20,1600,1915,195,0,,0,N,145,148,108,1,716,0,192,3,0,0,,,,
2018-04-27,DL,DL_CODESHARE,DL,4310,OO,N254SY,4310,14869,SLC,"Salt Lake City, UT",10800,BUR,"Burbank, CA",2031,2030,-1,19,2049,2126,5,2136,2131,-5,0,,0,N,125,121,97,1,574,,,,,,,,,
2018-11-11,AA,AA_CODESHARE,AA,3076,OO,N758SK,3076,11433,DTW,"Detroit, MI",13930,ORD,"Chicago, IL",1648,1643,-5,18,1701,1654,16,1713,1710,-3,0,,0,N,85,87,53,1,235,,,,,,,,,
2019-02-26,WN,WN,WN,2281,WN,N7749B,2281,14107,PHX,"Phoenix, AZ",12892,LAX,"Los Angeles, CA",840,,,,,,,920,,,1,A,0,N,100,,,1,370,,,,,,,,,
2019-12-16,WN,WN,WN,999,WN,N717SA,999,14679,SAN,"San Diego, CA",10693,BNA,"Nashville, TN",845,859,14,23,922,1429,6,1435,1435,0,0,,0,N,230,216,187,1,1751,,,,,,,,,
2018-10-29,DL,DL,DL,1303,DL,N341NB,1303,13303,MIA,"Miami, FL",12478,JFK,"New York, NY",710,705,-5,15,720,948,7,1001,955,-6,0,,0,N,171,170,148,1,1089,,,,,,,,,
2019-06-10,UA,UA,UA,913,UA,N11206,913,14679,SAN,"San Diego, CA",13930,ORD,"Chicago, IL",700,654,-6,28,722,1300,16,1310,1316,6,0,,0,N,250,262,218,1,1723,,,,,,,,,
2018-03-19,AA,AA,AA,360,AA,N590AA,360,11298,DFW,"Dallas/Fort Worth, TX",12339,IND,"Indianapolis, IN",1500,,,,,,,1803,,,1,A,0,N,123,,,1,761,,,,,,,,,
2018-06-18,WN,WN,WN,763,WN,N768SW,763,13204,MCO,"Orlando, FL",10693,BNA,"Nashville, TN",2225,2226,1,10,2236,2303,4,2310,2307,-3,0,,0,N,105,101,87,1,616,,,,,,,,,
2019-05-30,DL,DL,DL,2265,DL,N984DL,2265,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",1959,2104,65,10,2114,2301,6,2223,2307,44,0,,0,N,84,63,47,1,332,0,0,0,0,44,,,,
2018-09-03,AA,AA_CODESHARE,AA,4035,MQ,N261NN,4035,11003,CID,"Cedar Rapids/Iowa City, IA",11298,DFW,"Dallas/Fort Worth, TX",1322,1414,52,14,1428,1612,8,1532,1620,48,0,,0,N,130,126,104,1,685,22,0,0,0,26,,,,
2018-09-24,DL,DL,DL,567,DL,N961AT,567,11884,GEG,"Spokane, WA",14747,SEA,"Seattle, WA",545,537,-8,17,554,635,5,658,640,-18,0,,0,N,73,63,41,1,224,,,,,,,,,
2018-09-20,DL,DL,DL,1095,DL,N309DE,1095,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",1137,1132,-5,17,1149,1226,5,1245,1231,-14,0,,0,N,68,59,37,1,226,,,,,,,,,
2018-09-11,AA,AA_CODESHARE,AA,5093,OH,N228PS,5093,11057,CLT,"Charlotte, NC",13422,MOB,"Mobile, AL",2035,2039,4,,,,,2125,,,1,B,0,N,110,,,1,526,,,,,,2039.0,129,129,
2018-05-29,WN,WN,WN,347,WN,N755SA,347,12191,HOU,"Houston, TX",12953,LGA,"New York, NY",1215,1215,0,11,1226,1628,7,1640,1635,-5,0,,0,N,205,200,182,1,1428,,,,,,,,,
2019-11-23,AA,AA_CODESHARE,AA,5014,PT,N604AE,5014,10431,AVL,"Asheville, NC",11057,CLT,"Charlotte, NC",1108,1119,11,12,1131,1159,38,1223,1237,14,0,,0,N,75,78,28,1,91,,,,,,,,,
2019-08-20,DL,DL,DL,1545,DL,N330DX,1545,12889,LAS,"Las Vegas, NV",10397,ATL,"Atlanta, GA",910,913,3,10,923,1550,8,1615,1558,-17,0,,0,N,245,225,207,1,1747,,,,,,,,,
2019-09-07,AA,AA,AA,1212,AA,N959AN,1212,12264,IAD,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",1141,1135,-6,15,1150,1316,13,1352,1329,-23,0,,0,N,191,174,146,1,1172,,,,,,,,,
2019-10-22,WN,WN,WN,1055,WN,N267WN,1055,11697,FLL,"Fort Lauderdale, FL",13232,MDW,"Chicago, IL",1935,1930,-5,20,1950,2122,22,2150,2144,-6,0,,0,N,195,194,152,1,1167,,,,,,,,,
2018-09-25,UA,UA_CODESHARE,UA,3438,YX,N856RW,3438,14730,SDF,"Louisville, KY",12266,IAH,"Houston, TX",735,726,-9,12,738,838,7,851,845,-6,0,,0,N,136,139,120,1,788,,,,,,,,,
2018-02-14,WN,WN,WN,1243,WN,N724SW,1243,11066,CMH,"Columbus, OH",13232,MDW,"Chicago, IL",1530,1534,4,13,1547,1540,4,1545,1544,-1,0,,0,N,75,70,53,1,283,,,,,,,,,
2018-11-15,UA,UA_CODESHARE,UA,3895,ZW,N471ZW,3895,13342,MKE,"Milwaukee, WI",13930,ORD,"Chicago, IL",1208,1232,24,17,1249,1317,12,1303,1329,26,0,,0,N,55,57,28,1,67,0,0,2,0,24,,,,
2018-05-17,DL,DL_CODESHARE,DL,4784,OO,N614SK,4784,13487,MSP,"Minneapolis, MN",14524,RIC,"Richmond, VA",1245,1240,-5,24,1304,1616,7,1624,1623,-1,0,,0,N,159,163,132,1,970,,,,,,,,,
2018-08-17,B6,B6,B6,334,B6,N929JB,334,14771,SFO,"San Francisco, CA",10721,BOS,"Boston, MA",1159,1337,98,21,1358,2227,10,2046,2237,111,0,,0,N,347,360,329,1,2704,0,0,111,0,0,,,,
2019-08-08,B6,B6,B6,2980,B6,N324JB,2980,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",1538,1653,75,29,1722,1801,7,1700,1808,68,0,,0,N,82,75,39,1,200,15,0,0,0,53,,,,
2018-10-12,AA,AA,AA,1683,AA,N805AW,1683,11057,CLT,"Charlotte, NC",14683,SAT,"San Antonio, TX",1619,1708,49,16,1724,1852,5,1815,1857,42,0,,0,N,176,169,148,1,1095,15,0,0,0,27,,,,
2019-05-08,WN,WN,WN,1489,WN,N256WN,1489,10821,BWI,"Baltimore, MD",11066,CMH,"Columbus, OH",1755,1756,1,9,1805,1902,2,1915,1904,-11,0,,0,N,80,68,57,1,337,,,,,,,,,
2018-09-28,G4,G4,G4,1805,G4,272NV,1805,14761,SFB,"Sanford, FL",12339,IND,"Indianapolis, IN",926,926,0,18,944,1130,6,1140,1136,-4,0,,0,N,134,130,106,1,807,,,,,,,,,
2019-05-26,DL,DL,DL,1263,DL,N912DN,1263,14307,PVD,"Providence, RI",10397,ATL,"Atlanta, GA",600,554,-6,17,611,817,4,841,821,-20,0,,0,N,161,147,126,1,903,,,,,,,,,
2019-09-27,DL,DL,DL,2651,DL,N926DZ,2651,14193,PNS,"Pensacola, FL",10397,ATL,"Atlanta, GA",625,619,-6,14,633,813,15,842,828,-14,0,,0,N,77,69,40,1,271,,,,,,,,,
2019-12-21,DL,DL_CODESHARE,DL,5386,9E,N304PQ,5386,13487,MSP,"Minneapolis, MN",15016,STL,"St. Louis, MO",1510,1505,-5,17,1522,1623,6,1649,1629,-20,0,,0,N,99,84,61,1,448,,,,,,,,,
2018-10-16,AA,AA,AA,2231,AA,N872NN,2231,10423,AUS,"Austin, TX",11298,DFW,"Dallas/Fort Worth, TX",757,754,-3,47,841,918,14,908,932,24,0,,0,N,71,98,37,1,190,0,0,24,0,0,,,,
2019-01-18,UA,UA_CODESHARE,UA,4223,EV,N14905,4223,12266,IAH,"Houston, TX",12448,JAN,"Jackson/Vicksburg, MS",1640,1635,-5,15,1650,1741,3,1800,1744,-16,0,,0,N,80,69,51,1,351,,,,,,,,,
2018-09-21,AA,AA_CODESHARE,AA,5971,YV,N909FJ,5971,11298,DFW,"Dallas/Fort Worth, TX",15370,TUL,"Tulsa, OK",1635,,,,,,,1740,,,1,B,0,N,65,,,1,237,,,,,,,,,
2018-08-30,DL,DL,DL,555,DL,N391DA,555,13487,MSP,"Minneapolis, MN",12892,LAX,"Los Angeles, CA",2200,2157,-3,11,2208,2338,6,2355,2344,-11,0,,0,N,235,227,210,1,1535,,,,,,,,,
2018-05-21,AA,AA,AA,883,AA,N167US,883,13930,ORD,"Chicago, IL",14107,PHX,"Phoenix, AZ",1533,1711,98,30,1741,1855,5,1718,1900,102,0,,0,N,225,229,194,1,1440,19,0,4,0,79,,,,
2019-08-30,WN,WN,WN,19,WN,N445WN,19,11259,DAL,"Dallas, TX",12191,HOU,"Houston, TX",1130,1128,-2,12,1140,1224,4,1240,1228,-12,0,,0,N,70,60,44,1,239,,,,,,,,,
2018-04-25,UA,UA,UA,728,UA,N67827,728,14771,SFO,"San Francisco, CA",13930,ORD,"Chicago, IL",940,936,-4,22,958,1536,9,1555,1545,-10,0,,0,N,255,249,218,1,1846,,,,,,,,,
2019-10-25,AA,AA,AA,2321,AA,N943NN,2321,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",1506,1505,-1,11,1516,1755,12,1830,1807,-23,0,,0,N,144,122,99,1,867,,,,,,,,,
2019-08-16,DL,DL,DL,1113,DL,N950DN,1113,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",740,735,-5,20,755,903,4,914,907,-7,0,,0,N,94,92,68,1,516,,,,,,,,,
2019-06-16,AA,AA_CODESHARE,AA,3861,MQ,N696AE,3861,13303,MIA,"Miami, FL",15249,TLH,"Tallahassee, FL",1335,1507,92,12,1519,1620,4,1504,1624,80,0,,0,N,89,77,61,1,402,40,40,0,0,0,,,,
2018-12-29,AA,AA,AA,438,AA,N939UW,438,14107,PHX,"Phoenix, AZ",14679,SAN,"San Diego, CA",837,835,-2,16,851,838,4,850,842,-8,0,,0,N,73,67,47,1,304,,,,,,,,,
2018-09-17,WN,WN,WN,1470,WN,N7822A,1470,11433,DTW,"Detroit, MI",14107,PHX,"Phoenix, AZ",540,538,-2,11,549,625,4,650,629,-21,0,,0,N,250,231,216,1,1671,,,,,,,,,
2019-01-18,UA,UA_CODESHARE,UA,4393,EV,N19554,4393,12266,IAH,"Houston, TX",14193,PNS,"Pensacola, FL",1215,1213,-2,23,1236,1339,5,1348,1344,-4,0,,0,N,93,91,63,1,489,,,,,,,,,
2018-04-02,DL,DL,DL,522,DL,N381DN,522,14771,SFO,"San Francisco, CA",14869,SLC,"Salt Lake City, UT",1312,1315,3,25,1340,1605,4,1606,1609,3,0,,0,N,114,114,85,1,599,,,,,,,,,
2018-09-11,NK,NK,NK,475,NK,N617NK,475,12953,LGA,"New York, NY",11433,DTW,"Detroit, MI",830,826,-4,24,850,1009,10,1028,1019,-9,0,,0,N,118,113,79,1,502,,,,,,,,,
2019-07-11,DL,DL,DL,1299,DL,N373DX,1299,10821,BWI,"Baltimore, MD",13487,MSP,"Minneapolis, MN",1716,2033,197,8,2041,2148,4,1900,2152,172,0,,0,N,164,139,127,1,936,9,0,0,0,163,,,,
2019-05-04,AA,AA_CODESHARE,AA,4704,YX,N106HQ,4704,11278,DCA,"Washington, DC",11066,CMH,"Columbus, OH",1930,1940,10,16,1956,2051,10,2053,2101,8,0,,0,N,83,81,55,1,323,,,,,,,,,
2019-03-28,AA,AA,AA,777,AA,N198UW,777,14100,PHL,"Philadelphia, PA",13930,ORD,"Chicago, IL",1520,1529,9,18,1547,1641,21,1653,1702,9,0,,0,N,153,153,114,1,678,,,,,,,,,
2019-04-22,DL,DL_CODESHARE,DL,3764,OO,N278SY,3764,11433,DTW,"Detroit, MI",14685,SAV,"Savannah, GA",2019,2009,-10,13,2022,2156,4,2233,2200,-33,0,,0,N,134,111,94,1,705,,,,,,,,,
2018-04-09,AS,AS,AS,1605,AS,N634VA,1605,12889,LAS,"Las Vegas, NV",14747,SEA,"Seattle, WA",1115,1612,297,18,1630,1826,7,1357,1833,276,0,,0,N,162,141,116,1,867,276,0,0,0,0,,,,
2018-08-20,UA,UA,UA,1037,UA,N36476,1037,12264,IAD,"Washington, DC",10529,BDL,"Hartford, CT",815,812,-3,12,824,915,6,931,921,-10,0,,0,N,76,69,51,1,326,,,,,,,,,
2018-11-25,AA,AA_CODESHARE,AA,3115,OO,N879AS,3115,13930,ORD,"Chicago, IL",12278,ICT,"Wichita, KS",1245,1244,-1,22,1306,1440,4,1453,1444,-9,0,,0,N,128,120,94,1,588,,,,,,,,,
2019-09-24,AA,AA_CODESHARE,AA,4353,YX,N124HQ,4353,12953,LGA,"New York, NY",14122,PIT,"Pittsburgh, PA",2029,2022,-7,41,2103,2158,5,2201,2203,2,0,,0,N,92,101,55,1,335,,,,,,,,,
2019-07-14,AA,AA_CODESHARE,AA,3252,OO,N763SK,3252,13290,MHK,"Manhattan/Ft. Riley, KS",11298,DFW,"Dallas/Fort Worth, TX",1706,1656,-10,17,1713,1820,26,1841,1846,5,0,,0,N,95,110,67,1,431,,,,,,,,,
2019-01-03,AA,AA_CODESHARE,AA,3993,MQ,N263NN,3993,11298,DFW,"Dallas/Fort Worth, TX",11267,DAY,"Dayton, OH",658,654,-4,35,729,1009,4,1021,1013,-8,0,,0,N,143,139,100,1,861,,,,,,,,,
2019-05-19,UA,UA,UA,531,UA,N77871,531,13930,ORD,"Chicago, IL",12892,LAX,"Los Angeles, CA",1000,1009,9,28,1037,1248,10,1231,1258,27,0,,0,N,271,289,251,1,1744,9,0,18,0,0,,,,
2018-05-10,AA,AA,AA,2700,AA,N9021H,2700,13303,MIA,"Miami, FL",15016,STL,"St. Louis, MO",1540,1537,-3,18,1555,1718,3,1734,1721,-13,0,,0,N,174,164,143,1,1068,,,,,,,,,
2019-06-18,AA,AA,AA,1839,AA,N952AA,1839,11278,DCA,"Washington, DC",11298,DFW,"Dallas/Fort Worth, TX",659,,,,,,,920,,,1,B,0,N,201,,,1,1192,,,,,,,,,
2019-06-06,AS,AS_CODESHARE,AS,3311,OO,N402SY,3311,15023,STS,"Santa Rosa, CA",12892,LAX,"Los Angeles, CA",1100,1054,-6,22,1116,1223,18,1240,1241,1,0,,0,N,100,107,67,1,400,,,,,,,,,
2019-06-17,WN,WN,WN,1344,WN,N7877H,1344,13891,ONT,"Ontario, CA",13796,OAK,"Oakland, CA",820,830,10,7,837,930,9,930,939,9,0,,0,N,70,69,53,1,362,,,,,,,,,
2018-01-12,DL,DL,DL,1166,DL,N801DZ,1166,11433,DTW,"Detroit, MI",14107,PHX,"Phoenix, AZ",1200,1200,0,70,1310,1458,10,1439,1508,29,0,,0,N,279,308,228,1,1671,0,0,29,0,0,,,,
2018-12-27,AA,AA_CODESHARE,AA,3038,OO,N746SK,3038,10561,BFL,"Bakersfield, CA",14107,PHX,"Phoenix, AZ",605,611,6,14,625,832,4,842,836,-6,0,,0,N,97,85,67,1,425,,,,,,,,,
2019-04-29,UA,UA,UA,460,UA,N459UA,460,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",1545,1537,-8,27,1604,1658,3,1713,1701,-12,0,,0,N,88,84,54,1,337,,,,,,,,,
2018-09-29,UA,UA_CODESHARE,UA,4707,AX,N24128,4707,12264,IAD,"Washington, DC",14524,RIC,"Richmond, VA",835,824,-11,17,841,904,8,928,912,-16,0,,0,N,53,48,23,1,100,,,,,,,,,
2018-01-21,AA,AA,AA,1788,AA,N110UW,1788,11057,CLT,"Charlotte, NC",10529,BDL,"Hartford, CT",1820,1816,-4,21,1837,2004,6,2019,2010,-9,0,,0,N,119,114,87,1,644,,,,,,,,,
2018-03-10,DL,DL,DL,1145,DL,N362NB,1145,11433,DTW,"Detroit, MI",10721,BOS,"Boston, MA",1550,1547,-3,12,1559,1719,6,1748,1725,-23,0,,0,N,118,98,80,1,632,,,,,,,,,
2018-06-22,B6,B6,B6,468,B6,N636JB,468,11697,FLL,"Fort Lauderdale, FL",10397,ATL,"Atlanta, GA",1147,1137,-10,25,1202,1319,5,1339,1324,-15,0,,0,N,112,107,77,1,581,,,,,,,,,
2019-06-01,DL,DL,DL,1516,DL,N335DN,1516,10397,ATL,"Atlanta, GA",13204,MCO,"Orlando, FL",755,754,-1,37,831,941,7,921,948,27,0,,0,N,86,114,70,1,404,0,0,27,0,0,,,,
2019-06-03,AA,AA_CODESHARE,AA,4479,YX,N127HQ,4479,10693,BNA,"Nashville, TN",11057,CLT,"Charlotte, NC",1431,1427,-4,31,1458,1654,11,1710,1705,-5,0,,0,N,99,98,56,1,328,,,,,,,,,
2019-10-22,AA,AA,AA,2355,AA,N822NN,2355,13303,MIA,"Miami, FL",13495,MSY,"New Orleans, LA",2242,2237,-5,15,2252,2328,6,2346,2334,-12,0,,0,N,124,117,96,1,675,,,,,,,,,
2018-05-26,B6,B6,B6,842,B6,N519JB,842,14685,SAV,"Savannah, GA",12478,JFK,"New York, NY",1010,1014,4,10,1024,1156,3,1211,1159,-12,0,,0,N,121,105,92,1,718,,,,,,,,,
2019-06-16,DL,DL_CODESHARE,DL,4302,OO,N468CA,4302,15897,WYS,"West Yellowstone, MT",14869,SLC,"Salt Lake City, UT",1131,1111,-20,13,1124,1209,6,1240,1215,-25,0,,0,N,69,64,45,1,273,,,,,,,,,
2019-09-10,DL,DL,DL,1979,DL,N980AT,1979,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",730,728,-2,19,747,835,18,853,853,0,0,,0,N,83,85,48,1,184,,,,,,,,,
2019-08-16,WN,WN,WN,2407,WN,N422WN,2407,12954,LGB,"Long Beach, CA",14831,SJC,"San Jose, CA",720,717,-3,8,725,817,3,825,820,-5,0,,0,N,65,63,52,1,324,,,,,,,,,
2019-10-10,DL,DL_CODESHARE,DL,3901,OO,N806SK,3901,11433,DTW,"Detroit, MI",14122,PIT,"Pittsburgh, PA",1010,1134,84,14,1148,1222,13,1119,1235,76,0,,0,N,69,61,34,1,201,0,0,0,0,76,,,,
2019-06-06,DL,DL_CODESHARE,DL,3617,OO,N825SK,3617,13487,MSP,"Minneapolis, MN",11337,DLH,"Duluth, MN",1959,2054,55,11,2105,2132,2,2055,2134,39,0,,0,N,56,40,27,1,144,0,0,0,0,39,,,,
2019-06-02,DL,DL_CODESHARE,DL,5302,9E,N908XJ,5302,10135,ABE,"Allentown/Bethlehem/Easton, PA",10397,ATL,"Atlanta, GA",640,636,-4,12,648,825,6,850,831,-19,0,,0,N,130,115,97,1,692,,,,,,,,,
2018-06-27,AA,AA,AA,1203,AA,N904AA,1203,11298,DFW,"Dallas/Fort Worth, TX",12889,LAS,"Las Vegas, NV",1450,1447,-3,22,1509,1526,5,1538,1531,-7,0,,0,N,168,164,137,1,1055,,,,,,,,,
2018-06-16,AA,AA_CODESHARE,AA,5828,YV,N913FJ,5828,10599,BHM,"Birmingham, AL",11298,DFW,"Dallas/Fort Worth, TX",1448,1442,-6,11,1453,1620,5,1650,1625,-25,0,,0,N,122,103,87,1,597,,,,,,,,,
2018-04-16,UA,UA_CODESHARE,UA,5421,OO,N782SK,5421,11292,DEN,"Denver, CO",10372,ASE,"Aspen, CO",1433,1421,-12,16,1437,1503,3,1523,1506,-17,0,,0,N,50,45,26,1,125,,,,,,,,,
2018-07-22,WN,WN,WN,3692,WN,N963WN,3692,14893,SMF,"Sacramento, CA",12889,LAS,"Las Vegas, NV",1155,1152,-3,8,1200,1303,4,1315,1307,-8,0,,0,N,80,75,63,1,397,,,,,,,,,
2019-12-23,DL,DL,DL,1132,DL,N101DU,1132,12953,LGA,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1759,1838,39,23,1901,2059,12,2128,2111,-17,0,,0,N,269,213,178,1,1389,,,,,,,,,
2018-07-02,WN,WN,WN,2320,WN,N7864B,2320,11292,DEN,"Denver, CO",13487,MSP,"Minneapolis, MN",555,606,11,12,618,846,3,840,849,9,0,,0,N,105,103,88,1,680,,,,,,,,,
2019-05-25,UA,UA,UA,331,UA,N87513,331,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",1110,1107,-3,17,1124,1434,5,1451,1439,-12,0,,0,N,161,152,130,1,1024,,,,,,,,,
2018-12-29,NK,NK,NK,753,NK,N640NK,753,14100,PHL,"Philadelphia, PA",13204,MCO,"Orlando, FL",615,611,-4,13,624,831,14,856,845,-11,0,,0,N,161,154,127,1,861,,,,,,,,,
